Series,Model,Origin,Target_Year,Horizon,Actual,Predicted,Error,AbsError,APE
Barley,RidgePoly2,2019,2020,1,1600.0,1603.73,3.73,3.73,0.23
Barley,RidgePoly2,2019,2021,2,1635.0,1721.93,86.93,86.93,5.32
Barley,CAGR,2019,2020,1,1600.0,1576.41,-23.59,23.59,1.47
Barley,CAGR,2019,2021,2,1635.0,1639.43,4.43,4.43,0.27
Barley,Holt,2019,2020,1,1600.0,1573.33,-26.67,26.67,1.67
Barley,Holt,2019,2021,2,1635.0,1630.83,-4.17,4.17,0.25
Barley,"ARIMA(1,1,0)",2019,2020,1,1600.0,1579.5,-20.5,20.5,1.28
Barley,"ARIMA(1,1,0)",2019,2021,2,1635.0,1614.44,-20.56,20.56,1.26
Barley,RandomForest,2019,2020,1,1600.0,1497.27,-102.73,102.73,6.42
Barley,RandomForest,2019,2021,2,1635.0,1497.27,-137.73,137.73,8.42
Barley,GradBoost,2019,2020,1,1600.0,1525.0,-75.0,75.0,4.69
Barley,GradBoost,2019,2021,2,1635.0,1525.0,-110.0,110.0,6.73
Barley,Ensemble,2019,2020,1,1600.0,1574.87,-25.13,25.13,1.57
Barley,Ensemble,2019,2021,2,1635.0,1635.13,0.13,0.13,0.01
Barley,Naive,2020,2021,1,1635.0,1600.0,-35.0,35.0,2.14
Barley,Drift,2020,2021,1,1635.0,1663.33,28.33,28.33,1.73
Barley,Linear,2020,2021,1,1635.0,1657.5,22.5,22.5,1.38
Barley,RidgePoly2,2020,2021,1,1635.0,1686.92,51.92,51.92,3.18
Barley,CAGR,2020,2021,1,1635.0,1663.97,28.97,28.97,1.77
Barley,Holt,2020,2021,1,1635.0,1657.5,22.5,22.5,1.38
Barley,"ARIMA(1,1,0)",2020,2021,1,1635.0,1660.59,25.59,25.59,1.56
Barley,RandomForest,2020,2021,1,1635.0,1567.07,-67.93,67.93,4.15
Barley,GradBoost,2020,2021,1,1635.0,1600.0,-35.0,35.0,2.14
